,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MXN=X,NQ=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraRenda_Fixa,CarteiraMoeda,CarteiraEquity
4896,2018-10-09,-0.0141260637494166,-0.0025557315373771,-0.0154983810514904,-0.0057795736390967,-0.0765506698180463,-0.0024414548577926,-0.008824334949429,-0.0027186927915669,-0.0020253272072756,-0.0030456301178688,-0.0597435745364483,0.0031221593482289,0.0044004860560503,-0.0648437256171046,0.0024243760400162,-0.0032208457948101,-0.0,0.0008515488779908,-0.0009356822213013,0.0005850606741764251,-0.005503090403193283,-0.06704598999053307
4897,2018-10-10,0.0090859265449939,0.018341226371587,-0.0188584624293302,9.828974867297242e-05,-0.0149236085531483,-0.0050879522998037,-0.0068539328538491,-0.0448283382188658,0.018833347555608,-0.0109872242547024,-0.0001143174716695,-0.0018605414198597,-0.0169757379086854,-0.0146424030938924,-0.0083706607445147,0.0121920138220238,-0.0069450664756254,-0.0088793843822743,-0.004732042706732,-0.0072317885772866,0.0038885651773056164,-0.009893443039570066
4898,2018-10-11,0.0059733874074653,-0.0030342620131264,0.0031072012450273,0.0155903458246761,0.0096243205190891,-0.0110545172795703,0.0038104352030399,0.0052473466836394,0.000239089443106,0.0118188319264671,0.016415376059455,-0.0040319144784074,-0.0016575063802056,0.0057095177742701,0.0005824738212192,0.0082189182617659,0.0003139779198795,0.0005743755278021,-0.0,0.00036770681722520003,0.0012921607812302668,0.010583071450938066
4899,2018-10-12,2.234409632779786e-05,-0.0012366440295178,0.0037318239174658,0.0033110519132841,-0.0080412177111457,0.0075349730351428,-0.018536387871086,-0.0081864428929797,-0.0022689825515387,0.0068538629046996,-0.0104840745483677,-0.009716954116376,-0.0053322554849039,-0.0050278410965701,0.0020747395709902,0.0081713320660886,0.0022350511199438,0.0023368384054553,0.0023277093957703,0.0022435846230399003,-0.001271805735995384,-0.007851044452027833
4900,2018-10-15,-0.010845640880915,-0.0047762510166476,0.001197301220993,-0.0037227626782002,0.0287822771130228,-0.0062145062162992,-0.006870731019622,-0.0008863946601838,0.0072169844856151,0.0029907615428653,0.0307553799435116,0.0047532156449918,0.001513973590724,0.0258599960202585,-0.0010536036112118,-0.0054211562692204,-0.0003232083813767,-0.0007881323236924,0.0004710687150053,-0.00042346890031890003,-0.0030832305175005673,0.028465884358930965
4901,2018-10-16,-0.0023697709915225,-0.0093206906358682,-0.0188312515137855,-0.0039926246698776,-0.0005378717725151,0.0015971901110215,0.004407873667212,0.0036024749153003,-0.0104007037620231,0.00441460878135,-0.0037417802282159,-0.01294937658589,0.0022530050741793,-0.0018068807734428,0.0016737851723941,-0.0018370170668513,0.0022975932115071,0.0021971705735837,0.00191601357888,0.002021140634091225,-0.0019452488049717168,-0.0020288442580579332
4902,2018-10-17,-0.0087718963172797,0.014518517710569,-0.0093787161349915,0.0012916441392695,-0.0160512518066772,0.0148672057338029,-0.0114730104503475,-0.0028478925758127,-0.0058914953768932,-0.0074957828468,-0.0165371515550023,-0.0036246725018399,0.0035630104562295,-0.014196051909946,0.0001547377048114,-0.0065451455099548,-0.0016610908837025,-0.0012137606571218,-0.0009716937662114,-0.000922951900556075,-0.0007077435911580837,-0.015594818423875167
4903,2018-10-18,0.0081335598611131,0.0084955708196891,0.0040760202593808,-0.0013099322130034,-0.0017133979177143,0.0080187477883665,0.0110844271413687,0.0012368529634287,0.009202167602101,-0.0181335178132571,-0.0029256850030609,-0.0005210302013536,-0.0028300101184725,0.0018698606908216,0.0020453757454886,-0.0071237399281025,0.0028462483413946,0.00245485838146,0.0039335292007502,0.00282000291727335,0.004466825899896884,-0.0009230740766512001
4904,2018-10-19,-0.0022192285158389,0.0038601897524527,0.000436179794818,0.0215504881004549,-0.004040991159846,-0.0097332515775031,-0.0056384938942854,0.0042987864843845,-0.0061485580060937,0.0087046061702524,0.0046569901843006,0.0018504081454139,0.0035480370440965,-0.0054046676931462,-0.0004795066542313,0.0048235493874035,-0.0005065484331733,-0.0006206684876661,-0.000982680488672,-0.000647351015935675,-0.001862456011836,-0.0015962228895638668
4905,2018-10-22,-0.0068821387266271,-0.0010211960012398,-0.0242863384643771,-0.0095993301137357,-0.0038371820368398,0.0081743997862388,0.0138597243042007,-0.0129935764740308,-0.0058163191010894,0.0069736081902952,-0.0014390611034402,0.000269251201922,-0.0130616346664993,-0.0020522244353998,-0.0019452376867642,0.0014562233321347,-0.0039405549631626,-0.003567560419094,-0.0034793523794883,-0.003233176362127275,0.0025480130752963998,-0.0024428225252266004
4906,2018-10-23,0.0024766490552387,-0.0026446485704551,0.0033209134107214,-0.0181336252461213,-0.0312850074132063,-0.0010407821330475,-0.0020954077981214,0.0058334779640711,0.0066298039281937,-0.0064510662432075,-0.0297139339136395,-0.0054735719157635,0.0072018366068567,-0.0262516960143231,-0.0030908458550636,-0.0039399868794785,-0.0047145094455225,-0.0047691237593217,-0.0049098896847993,-0.004371092186176775,-0.0005209086268998499,-0.029083545780389634
4907,2018-10-24,0.0095930526340983,-0.0054737481370645,0.0043746356965754,0.0056825541929516,0.008294838053812,0.0149441431124886,0.0130163886035537,-0.00137201979471,0.0092411956792385,0.0194640678150823,0.0081701672669021,0.0010949948647931,0.0028733573060138,0.0102028862943113,0.0003225693281531,-0.0145447019288054,0.0013111221223738,0.0012097319703955,0.0014268697629281,0.0010675732959626251,0.010130849951232817,0.008889297205008466
4908,2018-10-25,-0.0063900119420213,0.0038745516819044,0.0022389175229462,0.0079219286883052,-0.0064073277912425,0.004254332486462,0.0088429993610955,-0.0036446019904908,-0.0072572066553004,-0.0068687130965155,-0.0029699398577231,0.0036210765565939,-0.0044536185610522,-0.0050270984283568,-0.0037735872789775,0.0134880590874597,-0.0071549375085078,-0.0065530692635373,-0.00724199952782,-0.00618089839471065,-0.00059067469406255,-0.0048014553591074665
4909,2018-10-26,-0.0157279083619293,0.004193286351961,-0.0047894802189238,-0.0125709622755278,-0.0090579635077141,-0.0042062346228566,-0.0008957790448893,0.0086805583886362,0.0095278740815054,-0.0067123044798066,-0.0143189082655402,0.0096585420551122,0.0165442294524766,-0.012319692453614,0.0004841577377046,-0.001930006018467,0.0010852361276639,0.0009657313376246,0.000448345187335,0.0007458675975820249,-0.0023035110126692336,-0.011898854742289433
4910,2018-10-29,0.0183727998270794,0.0056982947126003,-0.0076527904123073,-0.0025150938791504,0.0147878016859659,0.0046035926030678,0.0040626277640246,0.0020760866197448,-0.0089948822551954,0.0414300727343482,0.0072673213369814,0.0051985773480828,-0.0016440793447624,0.0168539648022066,0.0022986688622512,-0.003931500148936,0.0020462573652116,0.0021581018083499,0.0031908878557446,0.002423478972889325,0.010862084230987482,0.012969695941717966
4911,2018-10-30,-0.0048752537156963,-0.0025555071687599,-0.0079048196750866,-0.0003800302725583,0.0086844912543889,0.0061893004832268,0.0135984012895639,0.011448154176428,-0.0157073460601964,0.0004071429996052,0.0146020772711732,0.0038356448673493,0.0111572719409468,0.008083161274849,0.0041573820752011,-0.0030043121339106,0.0044552733294336,0.0043610001857247,0.0036536444401396,0.00415682500762475,-0.0004905436953761169,0.010456576600137032
4912,2018-10-31,0.0061211571385554,0.0076314866863198,-0.0150333470432359,0.0209721719723325,0.009001966238537,0.0062497646159153,-0.0086592300794043,-0.0263389309365083,0.004197594859685,0.0120545532798136,0.008846402482865,-0.0,-0.032319968501206,0.0091323524820103,-0.0016596812503052,0.0071434488039667,-0.0020433241750204,-0.0017654470889475,-0.0022793630764484,-0.001936953897680375,0.0045992210834808,0.008993573734470765
4913,2018-11-01,-0.0060494725907019,-0.0118548550348764,-0.0051424099843184,-0.0021116359025918,-0.0045305135650594,-0.0183359334030976,-0.0328270378045268,0.0050353409013716,0.0028800564298444,-0.0071746440243864,-0.0083106765753421,-0.0076591941452729,0.0011761266415299,-0.0030607217381068,0.0068532108837231,0.0091655998430699,0.0066483275932893,0.0067297030563296,0.0068703780818676,0.006775404903802401,-0.012226981071290784,-0.0053006372928360995
4914,2018-11-02,0.0012185056976409,0.0018364107447668,-0.0003827417262478,0.0007174429095373,0.0051212159231719,0.0011485624976196,-0.0002213605667419,0.0011020419018734,-0.0091207324069994,-0.0071454168484131,-0.0026718166093704,0.0087991295276803,0.0056052320367333,0.0074238898128448,-0.0020874520296384,0.0055464205604422,-0.0009066775526333,-0.0011331843910492,-0.0004355066883049,-0.00114070516540645,-0.0020473384803545167,0.0032910963755487664
4915,2018-11-05,0.0059619272176952,0.0015097170361209,-0.008661121755721,-0.0131148681650945,0.0065775227889985,-0.0031303990548853,-0.0063216956199965,0.006114666160911,0.002299633738627,-0.0067687439066851,0.0059413655248708,0.0058760199316764,0.0080856791139173,0.007405596898942,0.0006436668119425,-0.0015199628247523,0.0021444463667873,0.0017207021206618,0.0022109380550825,0.0016799383386185249,-0.0010749267648539668,0.006641495070937101
4916,2018-11-06,0.0085628590153045,0.001281210380106,-0.005372746543385,0.0140075848876176,0.019392131898022,-0.0052771726362328,-0.006591283099912,-0.0024788845796736,0.0025531223746808,-0.0078178736945183,0.0178885991226911,-0.001580858821947,-0.0039341756123437,0.0199993308571066,0.0003275233962713,-0.0020627272271401,0.0010852888467011,0.0001939742405061,0.0013423449448351,0.0007372828570783999,-0.0012148562767619667,0.019093353959273234
4917,2018-11-07,-0.0070917346948996,-0.0001099467378721,-0.0101841711597136,0.0004391031619724,-0.0024309167769639,0.0009263909686338,-0.0019529230878056,0.0034559395850004,0.0040761916734104,0.0074985040271764,-0.0043275546400312,0.0054438061297538,0.0080490896870361,0.0006185568386625,0.0009994997443514,0.0026249222908609,0.002679128873799,0.0025642866413856,0.0022726998046821,0.002128903766054525,0.0005577470247738833,-0.0020466381927775334
4918,2018-11-08,0.0070391876023659,0.0050524327739678,-0.0049930581440871,-0.0082090187643931,-0.0095023748758211,0.0139835308233586,0.0076922193029546,0.0175700978133672,0.009113403409914,0.0148255577978788,-0.0113369313129877,0.0036015846868984,0.0162835754837206,-0.0079263326547432,-0.0038994017056533,-0.0079746112232883,-0.004295012413412,-0.004384086985277,-0.0041404350288525,-0.0041797340332987,0.009617721951739948,-0.009588546281184001
4919,2018-11-09,-0.0072673591133697,0.0094411672032413,-0.0027686074639182,-0.0155117868348688,-0.0165399495338473,0.0091393570006011,0.016216780500523,0.0052927215922067,-0.0024041088662094,-0.0029835336178743,-0.016722480582871,-0.0070267500114683,0.0073603620398489,-0.0209109768929176,-0.0029906696872101,0.0032308477614138,-0.0038888414950957,-0.0033084575861035,-0.0040563096094695,-0.0035610695944697,0.003690383851152,-0.0180578023365453
4920,2018-11-12,0.0091701593590524,0.0092397289389289,-0.0461076245732277,-0.0047082728868763,-7.970289337260772e-05,0.01954751285956,0.0099290773315534,0.0022153339437723,-0.0034214636951877,0.0120764182938666,0.0015308024650335,0.0109619189051163,0.0012782571691355,-0.0017325116107829,-0.0006606712600125,-0.0103460909437046,-0.0012269356599865,-0.0015467571976272,-0.0,-0.00085859102940655,0.0094235721812956,-9.380401304066924e-05
4921,2018-11-13,0.0085779783477571,-0.0032750482732911,-0.0051014767386396,0.0048998364496897,-0.0094010826103302,-0.0158162583435284,-0.0190214317697396,-0.0093429047924813,0.0021514032136444,0.0048436531807475,-0.0073007461537213,-0.0013516689672418,-0.0060946770048482,-0.0098946475611323,-0.0015080346440128,0.0010976242611508,-0.003262002389394,-0.0029317566925141,-0.0040547077144203,-0.0029391253600853,-0.00375661727406835,-0.0088654921083946
4922,2018-11-14,-0.0046222025087551,0.0042765983555624,-0.0019017923102573,-0.0012983354283029,0.0118282377131901,-0.0001251590208884,0.0032345326317661,-0.005217278733881,-0.0052867549430531,-0.0031819790619552,0.0129614539202863,-0.0,-0.0107648687879423,0.0091300756398849,0.0005075428153284,0.0011143839408714,-0.0007736045878298,-0.0007814762933909,-0.0004439458737315,-0.00037287098490594995,-0.0009508274245538834,0.011306589091120431
4923,2018-11-15,0.0,-0.014507715672155,-0.0,-0.0012280494480415,0.0027200580995653,-0.0025947698507137,0.0263055105754678,-0.0085786266550643,-0.0002139019767627,-0.0068739493250128,-0.0017114055922361,-0.0013927969526574,-0.0070076005289395,0.0050511124855735,-0.0043026853107845,-0.006222743186303,-0.004869919530321,-0.0043636955610256,-0.005413366639211,-0.004737416760335525,0.00035252895847059994,0.0020199216643009
4924,2018-11-16,-0.0100477554774253,-0.0048265011626335,-0.0027825788986539,-0.0023092672824006,-0.0151341222057443,-0.0177937852894161,-0.007210093013343,-0.0024573037787052,-0.0199283349209272,-0.0052137465056113,-0.0192372793367749,-0.0038817188915913,-0.0013289517414406,-0.0146824506879569,-0.0011789445426768,-0.0057504836305496,-0.0024539916148658,-0.0017554933430582,-0.0034907901417495,-0.002219804910587575,-0.010836702728226066,-0.016351284076825366
4925,2018-11-19,0.0030258736351218,0.0048131363711935,0.0310646759259553,-0.0059846537923337,-0.0181226738429562,-0.0078029135460195,-0.0028797315908471,0.0044416470711939,-0.0065890356181897,0.0112978380169762,-0.0118926869197563,0.0120693831477382,0.0078563671530922,-0.0204983395416654,-0.0013644945511507,-0.0023403295690746,0.0006176229975388,-0.0005918189520628,0.0017395062539487,0.00010020393706849999,0.00031086121137253287,-0.016837900101459302
4926,2018-11-20,0.0003342650431296,0.0258712269259473,-0.0105922140711843,-0.0124125939946335,-0.0028575437096448,0.0158735289127218,0.0078001409638322,-0.0074843458387656,-0.0060337490192039,-2.452712110060007e-05,0.0037942711388087,-0.0079220792528442,-0.0138714935668986,0.0009422228483109,0.0006903357784289,0.0011920490910058,0.0017254310443974,0.0014032601465549,0.0021981977278001,0.0015043061742953249,0.007303480950887733,0.0006263167591582665
4927,2018-11-21,0.0105567700956559,-0.0140376055630592,0.0357228120180111,-0.0153999212492356,-0.0062525115926435,-0.0029760372484205,0.0013292380369933,0.0052892143436526,-0.0074351582147168,-0.0061424074700332,-0.0039423564484189,0.0074733791025259,0.014864284585498,-0.0070005710311589,-0.0005264392697116,-0.0066547924434442,-0.0011104070216085,-0.000609289590005,-0.0004432583824443,-0.00067234856594235,-0.0031175333939300835,-0.005731813024073766
4928,2018-11-22,0.0017999121235748,-0.0059190005809296,-0.0,-0.0,0.0,-0.0028013439857692,-0.0110982514606603,-0.0,-0.0010096034601668,0.0023992013174191,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.002771514341088667,0.0
4929,2018-11-23,-0.0339287798815556,0.0061577246707569,-0.0096709100616606,-0.0243910741038849,0.0134589840407973,0.0127066627271632,0.0071287592665138,0.0009095737886659,-0.0014083039996964,0.0057487026257171,0.0128814912448185,-0.0003697661627713,0.0022067640844794,0.011988730701212,0.0012686104906323,-0.007504489979337,0.002291235886357,0.0018883987720174,0.0018324695145294,0.001820178665884025,-0.0005992057651834993,0.012776401995609267
4930,2018-11-26,0.0612510151659866,0.0048231818496787,0.0005393128810661,-0.0054687692627046,0.0043165124304138,0.000761536095808,0.0,0.0104084670762512,0.0141980606728163,0.0097384916734755,0.0034074045949904,0.0052598530970013,0.0071600412906078,0.0049121481065943,-0.0007361333098411,0.0012705080996745,-0.0016490116393555,-0.0014842897785888,-0.0,-0.0009673586819463501,0.015128714242960849,0.004212021710666167
4931,2018-11-27,-0.009216227517235,0.0074340654295437,0.0099542959952403,0.0087659810097788,0.0186651722393096,0.006741664112719,0.007913503976509,-0.0118388446082214,0.0062358084520402,-0.0070703730184203,0.0179896958660714,-0.0192102126351452,-0.0145076946134319,0.0207770514536199,-0.0001867893080182,0.0103135297753174,-0.0021693978694768,-0.0019328065464182,-0.0032970589884931,-0.001896513178101575,0.002006406905859433,0.019143973186333634
4932,2018-11-28,-0.0034361758041011,-0.0034616913636941,-0.0093850250850414,-0.0098008977814329,0.0008244614611854,-0.0136581009407098,-0.0092846838889971,-0.0030779368442969,-0.0050706620071302,-0.0093794097666837,-0.0004051578195498,-0.0010562134086809,0.0017314487237654,0.0014876055760923,-0.001139268137292,-0.0006342894137327,0.000168371367632,-0.0004339987840914,0.0014102300736531,1.3336299754250253e-06,-0.007381787295219332,0.0006356364059093
4933,2018-11-29,0.0002597486510661,-0.0001810114883316,0.0040683445960216,0.0046150447815872,0.0042627760415501,-0.0046271836748197,0.0045849419768248,0.0045038962018203,-0.0034852717150317,-0.0025281017253489,0.002988914983398,0.0010714281427823,0.010522246988277,0.0047524309910821,-0.0025013803977938,0.0161344059660032,-0.0006846865528393,-0.0017646074661992,-0.0,-0.001237668604208075,-0.0009961463292735,0.0040013740053434005
4934,2018-11-30,0.0020825220275047,-0.0035693859458298,-0.0162258784122694,0.0156106829976469,0.0099753025805608,0.0098080006548511,0.0036379946185197,-0.0160691656462304,-0.008645090193302,-0.0033764680101882,0.0090519099754815,-0.0025465363694107,-0.0170442850871891,0.009925447073823,-0.003863382059976,0.0116854892212983,-0.0003478651778966,-0.002008780816622,0.0029057241374731,-0.000828575979255375,-1.040447474075021e-05,0.009650886543288432
4935,2018-12-03,-0.0036229457444821,-0.0108058350371127,-0.0022153347438382,-0.0011868613645203,-0.0269588852710359,-0.0024487613881729,0.003296396024414,-0.0081166619833947,-0.004329795322828,0.0092865673828525,-0.020919762467253,0.005882332698862,-0.0078395073053813,-0.0255434945928896,-0.0099404767516376,0.0072353015585431,-0.0030060566087384,-0.0058653850024966,-0.0019424329605255,-0.005188587830849525,-0.0014373956808882,-0.024474047443726166
4936,2018-12-04,0.0015604064784095,0.0106541600392552,0.0131001134440638,-0.0064738675110292,-0.0030246779617319,0.002360933226476,0.0006485584536084,0.0033839275027372,-0.0221353307688138,0.0088034139237366,0.0017034887849007,0.0041304684410726,0.0073020493163696,-0.0041578385129978,-0.0053636226023998,-0.0054299158622054,-0.0058510995733175,-0.0050099017285345,-0.0053938158845548,-0.00540460994720165,0.0003153568921119836,-0.0018263425632763335
4937,2018-12-05,0.0025033116423611,0.0193934723647183,-0.0,0.0,-0.0,-0.00123711538174,-0.000878819320438,-0.0,-0.0082260325203756,0.0004677689646452,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0020037642915285005,0.0
4938,2018-12-06,0.0016156772366411,0.0059095635557179,-0.0086994125682412,0.0197507422930717,-0.0160433303575976,-0.0052140617381697,-0.0063564239926582,-0.0101346899118415,-0.0084678396406622,-0.0094308716093138,-0.0165912855907541,-0.0089711774031365,-0.0104750009876585,-0.0147300583307718,-0.0008277887892677,0.0049828915669623,-0.0059194468282871,-0.0043434134414002,-0.0058023235663765,-0.004223243156332874,-0.003657326031407483,-0.01578822475970783
4939,2018-12-07,0.0044097666219455,-0.0117463608201895,0.0121838706309135,-0.0028886655978848,-0.0020306954180547,-0.0053592158515417,0.0072684544367403,0.0035880731688097,0.0044003302085855,-0.0032206337655699,0.006253633409695,0.0057629578467357,0.0053232962096531,-0.00179673077094,-0.0006725960778882,0.0006277768330933,0.0016843512790759,0.0010769388396,0.0009340449887156,0.0007556847573758251,-0.0007079431950049667,0.0008087357402334332
4940,2018-12-10,0.0017277013494632,0.0123637242767142,-0.0050569711672704,0.0011773868003343,0.0005139291617052,0.0092155331028789,0.0206152492147497,0.0021149675622258,-0.0162155955815789,0.0022538721700551,0.0014590749954133,-0.0043152384792267,-0.0012099895864528,0.0021340625228481,0.0015374420699357,0.0019136912504451,0.0028874836046296,0.0032684768616702,0.0042626730353891,0.00298901889290615,0.0049934140887137,0.0013690222266555332
4941,2018-12-11,-0.0022655479569136,-0.0033793951494275,0.0038693000087444,-0.0004267367195164,-0.0033614593696316,0.0069725706048697,0.0084119327831679,-0.0029860954665756,-0.0046707846472974,-0.0075904284757669,0.004330989417879,0.0035491277697697,-0.0132185772487671,-0.0046063482660374,0.0027618647782826,0.0032359099020254,0.0020345366055355,0.0023790950732971,0.0009316040775163,0.0020267751336578753,-0.0004202754735612996,-0.0012122727392633334
4942,2018-12-12,-0.0079407374838412,-0.0056930710472933,-0.0113533437899387,-0.0048624796369107,0.0021103458029105,-0.0105510326938889,-0.016667467077672,0.0020588578219907,-0.0023038830991324,-0.0071938329981367,-0.0014220391727134,-0.0004025598173328,-0.0002270844714659,-0.0001607927946176,0.0013828220990828,-0.0019655994383287,-0.0006830913203524,-0.0,-0.0033092872745352,-0.0006523891239512,-0.008391670733327418,0.00017583794519316663
4943,2018-12-13,0.0060898258450609,0.0001775215611915,0.0104975569230571,0.0016803928106526,0.0133659363706526,0.0020458506678366,-0.0030979000208667,0.0070167842162548,-0.0065034149078462,0.0126106619623369,-0.0130015444699214,0.0040899714233355,0.0124659539895521,0.014971250818558,-0.0014001928941525,0.0033323177185345,-0.0029506406648458,-0.0024266976008213,-0.0033073256481968,-0.0025212142020041,0.0018870908512855003,0.005111880906429733
4944,2018-12-14,0.0041296027638429,0.0073799278142981,0.010328936838831,-0.009506488797684,0.0152857734664186,0.012273051398654,0.0083146591058992,-0.0129294279164014,-0.0040499289464274,-0.007413989732273,-0.011489863407356,0.0066811699722983,-0.0072769799657047,0.0143946314760297,-0.0028381322899938,0.013493413672285,-0.0036616680744207,-0.0037839405490329,-0.0047270665139979,-0.003752701856861325,0.0034388870673322997,0.006063513845030767
4945,2018-12-17,-0.0030037512238074,0.0044299293235215,0.0293290200042839,0.0062645487249951,0.0051753075131324,-0.0092215351619214,-0.0036271039676104,-0.0021948162154014,-0.0135551210467445,-0.0039787475283936,-0.0003068804375367,0.0080976944146579,0.0031142831909656,0.0022920069805021,-0.003917874422637,0.0,-0.0036559894798804,-0.0033294150666134,-0.0046542450758649,-0.0038893810112489253,-0.0048260549341593,0.0023868113520326
4946,2018-12-18,0.0022745223088052,0.0082216672297106,-0.00750539830824,0.0105397332313042,0.0102549181311297,-0.0053486595911988,-0.0047661428433554,-0.0035895432975292,0.0072689131803461,-0.0007732571990546,-0.0114158517127935,-0.0073898785689871,-0.0068708569888254,0.0095490140477501,-0.0024766631387965,0.0,-0.002958342871828,0.0004451925843784,-0.0013786892325119,-0.0015921256646894998,0.0011461738475421833,0.0027960268220287667
4947,2018-12-19,-0.0025458594920552,0.0033078009469325,0.0100875444161136,0.0154356490455227,0.0056140456824176,-0.0029813689106307,0.0033386585452776,-0.0144225414024556,0.002743098464421,0.0016923044816635,0.0023832111128234,0.0017253649715567,-0.0029967835263454,0.0106643419591627,0.0005350873314094,-0.0176780353002136,0.0026282829263659,-0.0020327160237461,0.0032669506353254,0.00109940121733865,0.0009257723392681167,0.006220532918134567
4948,2018-12-20,-0.0101110625425896,0.004407817418247,0.0022925573055934,0.0175610148690419,0.0058995210045644,-0.0143390709875362,-0.0052146220786963,0.0119946401751821,0.030310161465839,-0.0128741839846575,0.0047502824805927,0.0039577548264137,0.0101100094197901,0.0074780377581177,-0.0,0.0085820431626458,-0.0015749905592841,0.000457446940165,-0.0032417008000978,-0.0010898111048042252,-0.0013034934515656,0.006042613747758266
4949,2018-12-21,0.0008030773397369,0.018441817767722,0.0247530343149628,0.0058449092023132,0.0421940463143939,0.0176446969904989,0.0026211864982,-0.0166227944669699,0.0025461828225776,0.003107277257656,0.0346433556366975,-0.0026946268419657,-0.0070696089036354,0.0382352094305352,-0.0036774104677046,-0.0019736113563082,-0.0062151271213157,-0.005568946746715,-0.0065074115728235,-0.0054922239771397,0.0075273731127319,0.038357537127208866
4950,2018-12-24,0.0107289945659385,0.0023028165510938,-0.0299123089437284,-0.0090077500008168,-0.0367761915947364,-0.0062639751221855,-0.0078751193823425,-0.0019870734906287,0.0164530290783404,-0.0036088149841747,-0.0340215507176764,0.0004537255662855,-0.0181519644869604,-0.0370203509182756,0.0040356343722641,-0.0120454308584565,0.0036024003179535,0.0054362107021245,0.0040196518701215,0.0042734743156159,0.0019561551177783337,-0.03593936441022947
4951,2018-12-25,3.5556540397773543e-05,-0.0040844632402969,-0.0,-0.0,-0.0,-0.0023493480562016,0.002823897749224,-0.0,-0.0019788801205121,0.0059187341332182,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,6.0916167638228654e-05,-0.0
4952,2018-12-26,0.0032169076009654,-0.0024393039073874,0.0104595791036642,0.0136438471996077,-0.0053023655676193,0.0112177883409693,0.0052044746764791,-0.0097710468203206,-0.0177181447552375,-0.0039385659317737,-0.0026021033976727,0.0065730854101557,-0.0107356777292856,-0.0061099205377395,-0.0045844010542723,0.0033968415623725,-0.0061867758216938,-0.007053752993977,-0.0048955128546386,-0.005680110681145424,-0.0007428073293307998,-0.004671463167677167
4953,2018-12-27,-0.0089686975002211,0.0087505438323446,-0.0048590202003515,-0.0012424806248284,0.0019859931707498,-0.0142560290108583,0.0003377303837452,-0.0031297792717041,0.0073161206789146,-0.0131100187853109,0.0020884420126899,-0.006707326796403,-0.0076487142409458,0.0028146617908784,-0.0,0.0027494052986778,-0.001992525266777,-0.0012551336019007,-0.0021931876440638,-0.0013602116281853749,-0.00332172506689765,0.0022963656581060335
4954,2018-12-28,0.0004995372657083,0.0005736000375743,-0.0005355340498023,-9.679815804245372e-05,-0.0043342815656304,-0.0017767066484631,-0.0063285659162366,0.0019538030746181,0.0110773881263617,-0.002292788220487,-0.0028207715498967,0.0171825840590478,-0.0060642973229289,-0.0056767965245362,-0.0027539926117601,-0.00139280969999,-0.0043761618317181,-0.0053117050275638,-0.0039978839278995,-0.004109935849735375,0.0002920774407429332,-0.004277283213354434
4955,2018-12-31,0.0010903030136904,-0.0442274045016409,-0.0076704052728903,0.0133842602077634,-0.0012989116778562,-0.0107360910559843,-0.0059653135759744,-0.0033472651433458,0.0148178891313559,-0.0007356868370125,-0.002682545391512,0.0047454619250104,-0.0062140138446916,-0.0013860496294235,-0.0044354449474811,0.0021255615780819,-0.0016743484157745,-0.0022927608172959,-0.0039930609380277,-0.0030989037796448,-0.007626050637594302,-0.0017891688995972333
4956,2019-01-01,-1.9108877221169267e-05,0.0345358743799918,-0.0,-0.0,-0.0,0.0063291223703176,-0.0021960357076529,-0.0,-0.0007970019010137,-0.000346292640109,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.00625109293738544,-0.0
4957,2019-01-02,-0.018162101698229,0.0007240753368938,-0.0037038783313653,0.0001009698245585,0.0147211805236794,0.029597114794251,0.032492555379735,-0.0137987438183379,0.047412314374894,-0.0013436437019302,0.0152268555106692,0.0118349027432224,-0.0095559797150929,0.016684453644918,-0.0113306194812862,0.011691019261637,-0.013631444857558,-0.0132794149688805,-0.0139616505698575,-0.013050782469395549,0.0151200524142691,0.0155441632264222
4958,2019-01-03,-0.0059431974746582,-0.0193370559649286,-0.0058591383276137,-0.0173522458520374,-0.0195893634110138,-0.0131624203419965,-0.0127908997208931,0.0114237338114011,-0.0060831612422794,-0.000212464773679,-0.020062378768073,-0.0120078744547374,0.0006378755809764,-0.0184520180219958,0.0090932504294647,0.0093450175758473,0.0098587342566768,-0.0096818723921226,0.0094865290831046,0.004689160344280875,-0.009588199919739134,-0.019367920067027537
4959,2019-01-04,-0.0182321266487682,-0.0132608033120327,-0.0037300665064817,-0.0021986342797509,-0.0041156683078272,-0.0034261011748167,-0.0123668134937282,-0.0050960260259281,-0.0118309206025006,-0.0150276269229557,-0.0041525666551785,-0.0347940016295873,0.0015319057608178,-0.0026986713821504,0.0016971072081121,-0.0021462396348391,0.0026670710626076,0.0024415132182448,0.0034824912164825,0.0025720456763617503,-0.012357398692467018,-0.003655635448385366
