,Date,BRL=X,CAD=X,CL=F,CT=F,ES=F,EUR=X,GBP=X,GC=F,JPY=X,MXN=X,NQ=F,SB=F,SI=F,YM=F,ZB=F,ZC=F,ZF=F,ZN=F,ZT=F,CarteiraRenda_Fixa,CarteiraMoeda,CarteiraEquity
354,2001-05-11,,,,-0.0184808290925918,,,,,0.0090256208022046,,,-0.0044730755975307,,,,,,,,,,
355,2001-05-14,,,,0.006886737927359,,,,,0.0,,,0.0040654531220694,,,,,,,,,,
356,2001-05-15,,,,0.0165848658538249,,,,,0.0003305749542075,,,0.0,,,,,,,,,,
357,2001-05-16,,,,0.0017103769199468,,,,,-0.0070553522768166,,,-0.0077901543203388,,,,,,,,,,
358,2001-05-17,,,,0.0073287005256787,,,,,0.0102990766506595,,,-0.0047736940788415,,,,,,,,,,
359,2001-05-18,,,,0.0077451029666725,,,,,-0.0094277516926426,,,0.0184427417558816,,,,,,,,,,
360,2001-05-21,,,,0.0076907479617363,,,,,0.0005636085366757,,,0.0010001701042885,,,,,,,,,,
361,2001-05-22,,,,-0.0012511454527121,,,,,-0.0288697967143087,,,-0.0045661711953017,,,,,,,0.0011202180629749,,,
362,2001-05-23,,,,0.0025338302160429,,,,,-0.0023790813805075,,,-0.0098507704134158,,,,,,,-0.0032569718550767,,,
363,2001-05-24,,,,0.0247180722870106,,,,,0.0065288498822749,,,0.0015845749697966,,,,,,,0.0017422199098215,,,
364,2001-05-25,,,,-0.0061754015865594,,,,,0.0070724424397406,,,-0.0117707900583486,,,,,,,-0.0006123989138434,,,
365,2001-05-28,,,,-0.0,,,,,-0.0126820172962987,,,0.0,,,,,,,0.0,,,
366,2001-05-29,,,,0.0040607110185252,,,,,0.0040061556588679,,,-0.0082914987031439,,,,,,,0.0010284882521562,,,
367,2001-05-30,,,,-0.0020792196862311,,,,,-0.0128824877571071,,,-0.0022606756373672,,,,,,,0.0044142184362038,,,
368,2001-05-31,,,,-0.0070831442365494,,,,,-0.0002125529631512,,,-0.0028852444619533,,,,,,,0.0001578259301684,,,
369,2001-06-01,,,,0.0046661022587569,,,,,-0.0001080762427941,,,-0.0034919377845192,,,,,,,0.0006420733489722,,,
370,2001-06-04,,,,0.0010619806061721,,,,,0.0107674548440324,,,-0.0005859320903643,,,,,,,0.0040775172291068,,,
371,2001-06-05,,,,-0.0141981794087761,,,,,-0.0019474440276383,,,-0.0029822123942355,,,,,,,0.0,,,
372,2001-06-06,,,,0.0011519569035292,,,,,0.0036339501924678,,,-0.0060925116162941,,,,,,,-0.0012313967717581,,,
373,2001-06-07,,,,-0.0100427054521555,,,,,0.0057891872237382,,,-0.0081009245391373,,,,,,,0.0,,,
374,2001-06-08,,,,0.0253072730741312,,,,,0.0109720377936695,,,0.0018457695527233,,,,,,,0.0025373561659186,,,
375,2001-06-11,,,,-0.0035596031643112,,,,,-0.0027613192430394,,,0.0018826084883439,,,,,,,0.0017033787317824,,,
376,2001-06-12,,,,-0.001109755114467,,,,,0.0049429496307352,,,0.0,,,,,,,0.0012940449777315,,,
377,2001-06-13,,,,0.006622162652028,,,,,-0.0081609064725403,,,0.0032294184839168,,,,,,,0.0023639037886634,,,
378,2001-06-14,,,,0.0152393380627103,,,,,0.0179588541863577,,,0.0123760304182256,,,,,,,0.0039772531058012,,,
379,2001-06-15,,,,0.006097154634223,,,,,0.0059698622034399,,,0.0031480970732205,,,,,,,0.0,,,
380,2001-06-18,,,,0.0095823929921032,,,,,-0.0067767236814289,,,-0.0025421705705035,,,,,,,0.0025025843686663,,,
381,2001-06-19,,,,0.0069609776742311,,,,,0.0118244417275299,,,0.0057843991205364,,,,,,,0.0,,,
382,2001-06-20,,,,-0.026204368527216,,,,,0.0076204212415028,,,0.0045041193880854,,,,,,,-0.0114616473241614,,,
383,2001-06-21,,,,0.011146939186296,,,,,-0.0012008884100607,,,0.0168303441805303,,,,,,,0.0032181926302859,,,
384,2001-06-22,,,,-0.0563384411424758,,,,,-0.0062151775313053,,,-0.0073296743150619,,,,,,,-0.0009197272561731,,,
385,2001-06-25,,,,-0.0004396316002405,,,,,-0.001346872341012,,,-0.0031042269271807,,,,,,,-0.0037330219872295,,,
386,2001-06-26,,,,0.0023063053670094,,,,,0.0050216154680126,,,-0.0012657046632159,,,,,,,-0.0046290967353244,,,
387,2001-06-27,,,,-0.0003805523527257,,,,,0.0072611748420436,,,-0.0083769434193801,,,,,,,-0.0069700726634343,,,
388,2001-06-28,,,,0.0023189624600335,,,,,-0.0040513882969877,,,0.0346951002916728,,,,,,,-0.0002150243284636,,,
389,2001-06-29,,,,0.0124139057143517,,,,,-0.0062236541374657,,,-0.0435073014031251,,,,,,,0.0032793442366046,,,
390,2001-07-02,,,,0.0060887828507811,,,,,0.004512379213463,,,0.010587328069222,,,,,,,-0.0019575012819315,,,
391,2001-07-03,,,,-0.0056003316945098,,,,,0.0009605604195658,,,-0.0,,,,,,,-0.0011005315326315,,,
392,2001-07-04,,,,-0.0,,,,,0.0137867446222489,,,-0.0,,,,0.0,,,0.0,,,
393,2001-07-05,,,,-0.0002532045752232,,,,,0.003102586411768,,,0.0065428377255346,,,,0.0166482855396458,,,0.0049256176378001,,,
394,2001-07-06,,,,-0.0030009665412198,,,,,-0.0067768508816506,,,-0.0143950591071059,,,,-0.0017554051807498,,,0.0001473486949969,,,
395,2001-07-09,,,,0.0069869328191567,,,,,0.0001220029512878,,,0.0036181591250133,,,,0.0268032292595798,,,0.0032216672084432,,,
396,2001-07-10,,,,-0.0073639711187845,,,,,-0.0124086064501236,,,0.0004631325185691,,,,0.0219346725632256,,,0.0,,,
397,2001-07-11,,,,0.000873928054707,,,,,-0.0041828821052693,,,-0.0014143419766713,,,,0.0157843130058577,,,0.0007601022867094,,,
398,2001-07-12,,,,0.0169236924996909,,,,,0.0116140779866839,,,0.0028646539399317,,,,0.0144487583930503,,,-0.0013896622083459,,,
399,2001-07-13,,,,-0.0036153422130449,,,,,0.0078880320333291,,,-0.0053707179278337,,,,-0.0306421297559229,,,0.0025824767356593,,,
400,2001-07-16,,,,0.0015410198484248,,,,,-0.0086494636880009,,,0.0004872148590671,,,,0.0137630641924602,,,-0.0007864109653131,,,
401,2001-07-17,,,,-0.0080520779607654,,,,,-0.0089381860166282,,,-0.003967629304437,,,,-0.0207693808474459,,,0.007747957303466,,,
402,2001-07-18,,,,0.0036316849101518,,,,,-0.0087332260513176,,,-0.0044828145123413,,,,0.0016793240943549,,,-0.0014804304438608,,,
403,2001-07-19,,,,0.0067934565681945,,,,,-0.0065306950108521,,,0.0114863017250211,,,,-0.0051045758429948,,,0.0003745188533012,,,
404,2001-07-20,,,,-0.0098553794721428,,,,,0.0193299433076894,,,-0.0030524041824259,,,,-0.0162011638055349,,,0.0,,,
405,2001-07-23,,,,0.0052941249568026,,,,,-0.0021534863006434,,,0.0128164487877595,,,,0.013281278870579,,,0.0011613004257154,,,
406,2001-07-24,,,,-0.0054358961407798,,,,,-0.0076642198343981,,,-0.0083420875469772,,,,0.0094219630150818,,,-0.0015716101319422,,,
407,2001-07-25,,,,-0.0140546205986101,,,,,0.0018421685440784,,,0.0107670486282508,,,,0.0076290692759181,,,0.0031792755452651,,,
408,2001-07-26,,,,-0.0009869686946139,,,,,-0.0032412585839302,,,-0.0068088681348112,,,,-0.0043275488206878,,,0.0034218062212187,,,
409,2001-07-27,,,,0.0031842701960824,,,,,0.0216707619040648,,,0.0072673615960349,,,,-0.0011037000118497,,,0.0005568074034596,,,
410,2001-07-30,,,,-0.0014895343895672,,,,,-0.0018780298674695,,,0.0223427101046033,,,,-0.0123619284372123,,,0.0024260312432826,,,
411,2001-07-31,,,,0.0058441659815093,,,,,-0.0073992368661923,,,0.001050181900503,,,,0.0136175420130656,,,-0.0012243094998675,,,
412,2001-08-01,,,,0.0011598960783273,,,,,-0.0080712485533127,,,0.013916847982822,,,,-0.0032648288383379,,,-0.0034694586058866,,,
413,2001-08-02,,,,-0.0072927921578662,,,,,-0.0014580787083399,,,-0.0081991454001683,,,,-0.0066626275666344,,,0.0,,,
414,2001-08-03,,,,-0.0006819874031938,,,,,0.0024720937862533,,,-0.0010710260706571,,,,-0.007930664094236,,,0.0016670263083135,,,
415,2001-08-06,,,,0.0083069724683914,,,,,-0.0030084897654261,,,0.0054254681678788,,,,0.0127095007802974,,,-0.0004222461801109,,,
416,2001-08-07,,,,0.0031398274822718,,,,,0.0,,,0.0005569921496923,,,,-0.0011136491331327,,,0.0060051821413542,,,
417,2001-08-08,,,,0.00383320494068,,,,,-0.0207354820827133,,,0.0045361963573499,,,,0.0045370353650435,,,-0.0002482335376751,,,
418,2001-08-09,,,,0.0212113827254886,,,,,-0.0001238444110629,,,-0.0011630773134356,,,,0.0091168613219066,,,0.0027734951682124,,,
419,2001-08-10,,,0.0041374251006387,0.0005263107798334,,,,,0.0054139473004797,,,-0.0182580302318563,,,,0.0,,,0.00253940195092,,,
420,2001-08-13,,,-0.0034895821119028,-0.0038579877678222,,,,,-0.0069707460894127,,,-0.0102181676763327,,,,-0.0005711010359688,,,-0.0023925813747919,,,
421,2001-08-14,,,0.0083322228738033,0.0004298794008348,,,,,-0.0249096596462498,,,0.0020896887939069,,,,0.0017431686340048,,,-0.0031681290709411,,,
422,2001-08-15,,,0.00207449633469,0.0002187906471422,,,,,0.0043213022636855,,,0.0085367079941764,,,,-0.0058877943178803,,,0.0025558223895398,,,
423,2001-08-16,,,0.0157716908289323,0.0046737747813906,,,,,-0.0007259181647526,,,-0.0005468541183709,,,,-0.0084006098178077,,,0.0040373371377503,,,
424,2001-08-17,,,-0.0105955950382623,-0.0011408727006038,,,,-0.0129297142901659,0.0067695410756272,,,-0.008882565623912,0.0266587479254467,,,-0.010374669631501,,,-0.0042727019790814,,,
425,2001-08-20,,,-0.0125811269928249,0.0003468293796085,,,,0.0044066726086278,-0.0119479469184607,,,-0.0010882013405706,-0.0088370496770105,,,0.0080504376787849,,,0.0010883199870024,,,
426,2001-08-21,,,0.0268006001383495,-0.0001176516756724,,,,0.0004068768580642,0.0080235585601492,,,0.0038615538896475,-0.0037188459298772,,,0.0,,,-0.0012754484665586,,,
427,2001-08-22,,,-0.0044742328371542,0.0038254942942935,,,,-0.0016549565848397,-0.006514059730657,,,-0.0011290074114986,-0.0026497726948888,,,-0.0012469121996387,,,0.0012907938783449,,,
428,2001-08-23,,,-0.0046575847551453,0.0004895621375013,,,,0.0117604081872173,0.001123141539137,,,-0.0114456524310979,0.00715254955341,,,0.0063506491317269,,,-0.0015723571874923,,,
429,2001-08-24,,,0.0039758567049752,-0.0062284330483026,,,,-0.00041944239572,-0.0011401328737508,,,-0.0,-0.0027238034925626,,,-0.0082439784097415,,,-0.0008825420669618,,,
430,2001-08-27,,,-0.0088394930746589,0.0018570361688706,,,,0.0012790092842919,0.0016756822036584,,,0.0123809224119188,0.0032159540254956,,,0.0141947095760489,,,0.004475852313136,,,
431,2001-08-28,,,0.0020856703297332,-0.0025269799275835,,,,-0.0060725502455639,0.0018305333731875,,,0.002287200694765,-0.0004680781848007,,,-0.0092673035702345,,,0.0022101946909119,,,
432,2001-08-29,,,0.0088678385024673,0.0082896153668396,,,,0.0074128745786044,-0.0096794686975052,,,0.0169341716874773,0.0061823320917055,,,0.0037646062547497,,,0.0040223095980732,,,
433,2001-08-30,,,-0.0117712355289276,-0.0005220641773614,,,,-0.0043673921309849,-0.009093761911666,,,-0.0099813921220414,-0.0014508500292146,,,-0.0006322717125406,,,-0.000889856351583,,,
434,2001-08-31,,,0.0047262011665497,-0.0124570303438969,,,,-0.01241997036556,-0.0005407580539681,,,0.005714123806693,0.0049063575988128,,,-0.0006434713892688,,,-0.010997237323374,,,
435,2001-09-03,,,-0.0,-0.0,,,,-0.0,0.0094864204699209,,,-0.0,-0.0,,,0.0,,,0.0,,,
436,2001-09-04,,,-0.0003640139593067,0.0081524878080829,,,,-0.0017977391921558,0.0182223566861823,,,-0.0071451544666267,-0.0017776186445557,,,0.0053268293856214,,,0.0028700271908528,,,
437,2001-09-05,,,-0.0116498712378816,0.0152162290430833,0.0229972790118239,,,0.0045608453232018,0.0025624411445471,,0.0142301361429265,0.0064827588048221,0.0002575857070211,,,-0.0080152909158032,,,0.0060730701160971,,,
438,2001-09-06,,,-0.0080645945576287,0.0080161967793809,0.0152180798142437,,,0.0004604302438652,-0.0122051032741075,,0.0023320326027178,-0.0024149310035653,0.0010473875623044,,,-0.004754039764006,,,0.0052420919103556,,,
439,2001-09-07,,,0.007093356780867,-0.0,-0.0094301353742311,,,-0.0070195287599002,0.0142655350148843,,-0.0045086926872045,-0.0006095959093825,-0.0031982223671891,,,-0.0034641133830969,,,0.0007322754731024,,,
440,2001-09-10,,,-0.0343784431296088,0.0128020862101416,-0.0,,,0.0881090574449929,-0.019078464059188,,0.0091156772905399,0.0030943925359894,-0.0051198420491227,,0.0003367074039778,0.0042409972686528,0.0001829764607199,0.0001270732078228,0.0,0.000161689268130125,,
441,2001-09-11,,,-0.0,-0.0,0.0426158078966196,,,0.0,0.0003642852456618,,0.0229251836936671,-0.0,-0.0319930274395116,,0.0065011271330493,-0.0007113923684144,0.0145295030093364,0.008149865188338,0.0177744779272846,0.011738743314502077,,
442,2001-09-12,,,-0.0,-0.0,-0.0,,,0.0,-0.0098730225404576,,-0.0,-0.0,-0.0,,-0.000647656880959,0.0152056103378412,0.0046477402717403,0.006780923499671,0.0083910499004678,0.004793014197730025,,
443,2001-09-13,,,-0.0,-0.0,-0.0,,,0.0,-0.0185388659441448,,-0.0,-0.0,-0.0,,0.0019736381216885,0.0,0.0008598518316208,0.0007912891117158,0.0,0.000906194766256275,,
444,2001-09-14,,,0.0108770923117497,-0.0,-0.0,,,-0.0009595558042589,0.0065551566699857,,-0.0,-0.0,-0.0211497487162189,,-0.002656196700648,-0.0063154802109551,0.000582698979399,0.0008037869210563,-0.0020382250990025,-0.0008269839747988,,
445,2001-09-17,,,0.017020968394398,0.0065015390336689,0.0026536548769559,,,-0.0041475647159117,-0.0072824202809978,,0.0077684533110417,0.012167203892727,-0.0130493787383351,,-0.0070053402880718,0.0,-0.0011841215136935,-0.0040817308601453,0.0001021492386953,-0.003042260855803825,,
446,2001-09-18,,,0.0150285011486435,0.0131705680748059,0.0148977718022802,,,0.0084360580231296,0.0029575230327931,,0.0072877169679359,0.0247242822988627,-0.0584768629115076,,-0.0022083372460861,-0.008717164589629,0.0,0.0004584809924275,0.0012971743169627,-0.00011317048417397506,,
447,2001-09-19,,,0.0020160932234076,-0.0018927253620546,0.022413507066079,,,-0.0061741541747912,-0.0133298488867321,,0.0119893130937449,0.0019992656608497,0.0284900927040632,,-0.0094139625336914,-0.00885072720485,-0.0025826816253069,-0.0108318216572788,0.0,-0.005707116454069275,,
448,2001-09-20,,,0.0098193590308875,0.0012745323531333,0.0270921315444363,,,0.0072663485533382,0.0019930930853733,,0.0219482596436938,0.0136081831410904,-0.0102631255253319,,0.0024592096339205,0.0082435820121821,0.0007595065197113,0.0024973834010298,-0.0006421596845602,0.00126848496752535,,
449,2001-09-21,,,0.0642312882419276,-0.0168849221529294,-0.0439699546259417,,,-0.0055120288258358,0.0121111096834225,,-0.0328126989696048,0.0187224420035437,0.0027082535853541,,0.0002892728500869,-0.0103946246390968,-0.0020068138956087,-0.0013044580616305,0.0,-0.0007554997767880751,,
450,2001-09-24,,,0.0024573948340396,0.0057158388576865,-0.0047454444016535,,,0.0020352060330624,-0.0004917658499197,,-0.0017217558447505,-0.004188059728797,0.0060177110115157,,0.0008816296704378,0.0,0.0010877704153229,0.0015270059362028,0.002477720313885,0.001493531583962125,,
451,2001-09-25,,,-0.0071859448804512,0.0015407297430933,0.0016923517588453,,,0.0072222142143439,0.0046262575680104,,0.0104157601527978,-0.0069761641896966,-0.009948397763347,,0.0047646238712575,0.000764806956962,0.002838936601354,0.0036044041083574,0.0017811839787598,0.003247287139932175,,
452,2001-09-26,,,-0.0044305656083621,0.0274949233479698,-0.0036845917146804,,,-0.0041290719127486,0.0224177296240208,,0.0028363807419144,0.0061922503672078,0.0025133842190625,,0.0036096605119185,0.0054361684438668,0.0020631081002482,0.0029686332283916,0.0007341764071807,0.00234389456193475,,
453,2001-09-27,,,-0.0084420737162934,-0.0052645512202813,-0.0098236230332912,,,0.001836111860033,-0.0020684718325894,,-0.0071463677090463,0.0105978457246203,-0.0085742001043545,,0.0005710452714544,-0.0023356098585422,-0.0028904864772992,-0.0016403316820785,-0.0074604297660855,-0.0028550506635022,,
454,2001-09-28,,,0.0017795319077602,0.0029956591670599,0.0002250127991564,,,-0.000532082977642,0.0095898136588862,,0.0040098138307959,0.0072502975041028,0.0010159692496268,,0.0028991050639775,0.0,0.0008004160000752,0.0026954926805534,-0.0026331152994004,0.000940474611301425,,
455,2001-10-01,,,0.0059483233243797,-0.0099571332537132,-0.0056075011196609,,,-0.0062225501827077,0.0035961212500579,,-0.0010654161464379,0.002235737466041,0.0021963169272244,,0.0026060308365651,-0.0193672644996915,0.0019523931774028,0.001666361308291,0.003292003281108,0.002379197150841725,,
456,2001-10-02,,,0.0089128233402212,0.0074407206047114,-0.0086701865458205,,,0.001646288544325,-0.0003521024943417,,-0.023303894701322,-0.0106569242942405,0.0019728470265175,,0.0011611913017706,-0.0039567786059433,0.0009887691098297,0.0013703261342171,0.001716150588797,0.0013091092836535999,,
457,2001-10-03,,,-0.0071678394189385,0.0068682272634386,-0.0004483371251036,,,0.0,-0.0013130691677845,,-0.0033216891241433,0.0044024412702108,-0.0040165872142426,,0.0001468422373688,0.0048478139327899,0.0006692256628022,-0.000106720789676,-0.0018732755261489,-0.000290982103913475,,
458,2001-10-04,,,0.0030603642137322,0.0164407481816757,0.0017076531740502,,,0.002547089730489,0.0,,-0.0036710632826696,0.0060172051640068,-0.0037818788154061,,-0.0007472682665769,0.0024322039685323,0.0003394567648942,-0.0002168273137759,0.001077788515852,0.00011328742509835002,,
459,2001-10-05,,,-0.0007858152251001,0.0134668858596639,0.0030193569841307,,,0.0028676696341475,-0.0092610158311481,,-0.0012621359477852,0.0231651665735225,0.0020455234757195,,-0.0042531379725752,0.0090192860168645,-0.0034555058478756,-0.0038620401060685,-0.0002732982399916,-0.002960995541627725,,
460,2001-10-08,,,-0.0003980935940702,0.0072849565417581,0.0024919316462359,,,-0.0101651081709331,0.0059678708464787,,0.0073129487944834,0.0091690116953243,0.0166539684849246,,0.0,0.0048545105633074,0.0,0.0,0.0,0.0,,
461,2001-10-09,,,-0.0006734397460022,-0.0091524059794606,-0.0112693424141972,,,-0.0093405013392265,0.0007502139634715,,-0.0140430493759535,-0.0094383712323671,0.0153175750154906,,0.0010701311810192,-0.0081292728841288,-0.000869307960522,0.0002217138416754,-0.0016957681695559,-0.000318307776845825,,
462,2001-10-10,,,-0.0110607990587917,0.0032363256929672,-0.0077533110927978,,,-0.0114841049131253,0.0144835452673793,,-0.0188155133998823,-0.0144762704963581,0.002042318855911,,-0.0030994973198254,0.0033060573251928,-0.0038795755065484,-0.0032723969703177,-0.0031339832310721,-0.0033463632569409,,
463,2001-10-11,,,0.01095616352711,-0.0167239202464668,0.0026740031897159,,,0.0091668612118085,-0.0022182824829138,,0.0015045720236344,0.0014265432748956,-0.0062449338505948,,-0.0009336278152545,-0.0041717109170767,0.001568378501136,-0.0003382264996193,0.000992499204891,0.0003222558477883,,
464,2001-10-12,,,0.002834645767707,0.0103841285327464,0.0007120878894628,,,-0.0082029537230625,-0.0052636805519625,,0.0001024876152482,-0.0029097700078196,0.0106821935473028,,0.0039551514300177,-0.0255290458712338,0.0035294091559489,0.0041240216695236,0.0033179326946049,0.0037316287375237745,,
465,2001-10-15,,,0.0040155864911431,-0.002191851498495,-0.003020847831353,,,0.0005934490109378,0.0059745692950184,,-0.0046911122040217,-0.0102424708260635,0.0067380585389402,,0.0017139657156587,0.0032283608379747,0.0019367347744074,0.0020359630306125,-0.0002883426870163,0.0013495802084155751,,
466,2001-10-16,,,0.0027063170453768,-0.0009475254066148,0.0110964876650892,,,0.0033166763865244,-0.0006397546776772,,0.0214041812341657,-0.0007085814425622,-0.0035777147923682,,0.0020460429270746,0.0,-0.001246902890997,0.0,-0.0005856997400735,5.3360074001025e-05,,
467,2001-10-17,,,0.0073019257404947,0.005599725894672,0.0011143123144216,,,-0.0128025769561773,-0.0010411516734678,,-0.0073584166351336,0.005030743497023,0.0151505507603888,,-0.0004760071807476,0.003309307360517,0.0,-0.0004642322732033,0.0007431751087031,-4.9266086311950004e-05,,
468,2001-10-18,,,-0.0078512019290831,0.0103391652079375,0.0006307262901751,,,0.0027453067914352,0.0003970837196259,,-0.0020589441998904,-0.012527005103793,-0.0021652995195637,,-0.0022568446418828,-0.007508646889072,-0.0016508308314718,-0.0027121742472631,0.0001511751717864,-0.0016171686372078251,,
469,2001-10-19,,,0.0010320921343779,0.0124486616104856,-0.0107867878390382,,,-0.0141992998726555,0.0162815044940983,,-0.0074742272508914,0.0063384620317559,0.0055503155265228,,-0.0013022054385774,-0.0,-0.0009254972924158,-0.0007097226459558,0.0006162115279777,-0.000580303462242825,,
470,2001-10-22,,,-0.0013536157874114,0.0008605323683439,0.0026282385058031,,,0.0018470376741223,0.001683044095273,,-0.0011191119842809,0.000722236307923,-0.0011931756321774,,0.0,0.0051890481985221,0.0003762035077869,-0.0003609379942004,-0.0010946818746602,-0.000269854090268425,,
471,2001-10-23,,,-0.00730097012275,0.0117368968823995,0.0016603063778748,,,-0.0006240462625679,0.0039442994416091,,-0.0058722518387806,-0.0183860614857166,0.0037815918150209,,0.0043682467824874,-0.0008831296122359,0.0030540934406613,0.0031774023012927,0.0009509101276073,0.002887663163012175,,
472,2001-10-24,,,0.0047785976987063,0.0102334177334568,-0.0093741597370881,,,0.0060320373839926,0.0009318936982578,,-0.0116329743405925,0.0060587842346017,-0.000772168662787,,0.0028013329496187,-0.0098576223062558,0.002488628723862,0.0024418635335814,0.003701658469943,0.0028583709192512748,,
473,2001-10-25,,,-0.0006144835777454,-0.0062705772809118,0.0005121899099073,,,0.0003181280857557,-0.0031115812591225,,0.0056542410084102,0.004829228181171,0.0007838881695364,,0.0016501308891711,-0.0,0.0017374192068167,0.0020899992828512,0.0032099324281933,0.0021718704517580747,,
474,2001-10-26,,,-0.0015584148213592,-0.0014578107147138,0.0151158096727903,,,0.0038798742327702,-0.0104413781876744,,0.0161549205800587,-0.0035336918622844,-0.0044687399413447,,0.0008340484807944,0.0053637097388645,0.0031303464283483,0.0021095041048285,0.0028999225988201,0.0022434554031978246,,
475,2001-10-29,,,0.0044113135469556,0.0003682055918972,0.0071809212979371,,,0.0048946350986654,0.0031583259824341,,0.0053455584646625,-0.0056844505245148,-0.0033685824154945,,0.0037264633558205,0.0072970981499926,0.0055007887964508,0.0052639037818547,0.0022721376995442,0.00419082340841755,,
476,2001-10-30,,,0.0111702455306892,-0.0183359825662077,0.0016000889456982,,,-0.003613418798949,0.0038970012079978,,-0.0050872698217121,0.0077921442011137,0.0061498646039872,,0.0114360148966257,-0.0092973372543524,0.0065210156286176,0.008189387332621,0.0039401272810991,0.007521636284740849,,
477,2001-10-31,,,0.0131800430446441,-0.0022139349208824,-0.0140021521260953,,,0.0006690108348578,-0.0060591306319022,,-0.0110598908691088,0.0058016916910791,0.002970620626957,,0.000567782468709,0.0009152451059882,-0.0027667146224291,-0.0014679499833907,-0.0022956724293151,-0.001490638641606475,,
478,2001-11-01,,,0.0036084191906903,0.0012029045128419,-0.0038945900786677,,,0.0003397472089057,-0.0049897232938574,,-0.0022190344363822,0.0022288446640288,0.016330139568683,,-0.0070633542376135,0.0093178417238672,-0.0042218252659699,-0.0056996389541485,0.0003297460962565,-0.0041637680903688495,,
479,2001-11-02,,,0.0028228386543592,-0.0108574456345084,-0.0074491730275675,,,-0.004490282153017,-0.0008674640334806,,-0.0094587382482188,-0.0166908704199762,0.0020129376625308,,0.0037858668103603,-0.0009466325690931,0.0030515557889224,0.0033853309261015,0.0016667827314559,0.002972384064210025,,
480,2001-11-05,,,0.0018079735269456,-0.003895493471492,-0.0089569553102446,,,0.004218629743867,-0.0057340820217454,,-0.0114458160329016,-0.014117992058277,-0.0035918580875337,,0.0020097212460879,-0.0,0.0037900088324451,0.0027274888384041,0.0027072912413994,0.002808627539584125,,
481,2001-11-06,,,-0.0031408844616701,-0.0241423641961244,0.0010250982258821,,,0.0046103875189972,-0.0001488911858969,,0.000283598471699,-0.0093940701907402,-0.0017228699150304,,0.0043274307691465,-0.0009765523106789,0.0039640902672731,0.0034029851906378,0.0020491526017925,0.003435914707212475,,
482,2001-11-07,,,-0.0200201602550431,0.0011862397021818,-0.0023484356953249,,,-0.0150153051165554,-0.0157547371407164,,0.0031740421179434,-0.0046068008738518,0.0087249233690396,,-0.0043991156200935,-0.0049549427994468,-0.0053945168730938,-0.0058207389378403,-0.0012126419300838,-0.00420675334027785,,
483,2001-11-08,,,-0.0173031077858626,-0.0095214896137245,-0.0,,,0.0021251400772925,0.0014855667969384,,0.0002956094234473,0.0099058404379442,-0.0003553477775364,,-0.0007861298773804,-0.017907710560184,-0.0025835941701692,-0.0013644520808041,-0.003146017936626,-0.0019700485162449247,,
484,2001-11-09,,,0.0148967453594729,-0.0359610818472067,0.0033563356241808,,,0.0032304882015072,0.0052789699068908,,-0.0024063491185166,-0.0020173222847657,-0.0068571604916382,,-0.002527612340689,-0.0018611203499336,-0.0031020159550767,-0.0034003254371966,-0.0038128098364678,-0.003210690892357525,,
485,2001-11-12,,,-0.0067853880097963,-0.0,-0.0134155822005996,,,-0.0018148042801355,0.0129215326588181,,-0.0108183782193536,-0.006803905380166,-0.0048495272026106,,0.0,0.0037727168820725,0.0,0.0,0.0,0.0,,
486,2001-11-13,,,0.0293294010787336,-0.0026864995340867,-0.0009245726692753,,,0.0,0.0016367906670096,,-0.0024393274766082,-0.0108266693722248,-0.0005408595249297,,-0.0058501597608682,-0.0,-0.0088975666131145,-0.0075313108925394,-0.009013851523656,-0.007823222197544525,,
487,2001-11-14,,,0.0339690176816233,0.0139149171813477,-0.0009386718935918,,,-0.0101451241300675,0.0139019091613648,,0.0014761631496747,0.0026391106501744,0.0058603961571253,,-0.0106552230831824,-0.0117293899578362,-0.0114566165635983,-0.0114474898140224,-0.0097417631534676,-0.010825273153567676,,
488,2001-11-15,,,-0.0083749057075544,-0.0053652452599902,0.0028589654737604,,,-0.0015156479431979,0.0061943696128397,,0.0006023390653174,0.0033656163782372,0.0024278785632975,,-0.002431493579148,0.0038176256335944,-0.003209089803209,-0.0029317352376891,-0.0032812313159257,-0.00296338748399295,,
489,2001-11-16,,,0.0043172185035063,0.0073853915636069,-0.0077680168187181,,,-0.0077156191544911,0.00312108381669,,-0.0087895720329177,-0.0075582213298618,0.0070455790702537,,0.0021133838990193,-0.0106948645149547,0.0029566327145212,0.0024370207761939,0.0057502812967982,0.00331432967163315,,
490,2001-11-19,,,-0.0205788635914508,0.0032908138777664,0.005384373246812,,,0.0011743090423355,-0.0076871521341614,,0.0147163661939907,0.0054554362778292,0.001552623710332,,-0.0034138657995514,0.0009555732240505,-0.0016063808572688,-0.0026108940148208,-0.0002621057728697,-0.0019733116111276747,,
491,2001-11-20,,,0.0023599193000645,-0.0,0.0040752401444964,,,-0.0003973198984007,0.0088027147645191,,0.0003052284283347,-0.0125285942478319,0.0029657210720069,,-0.0033198196693485,0.0,-0.0040768840267492,-0.0036984515009852,-0.005338158425546,-0.0041083284056572245,,
492,2001-11-21,,,0.0034430063256222,0.0005068385238606,-0.0090200473721909,,,-0.0024246877692283,0.0121405354362394,,-0.0051762021160813,-0.0033644016860086,0.0014117218138007,,-0.0022731128749164,0.001967897788929,-0.0028438171509836,-0.0023866239622042,-0.0023397922776556,-0.00246083656643995,,
